/Users/zachvp/Music/DJ/17345436_Hip_Hap_Music_(Original_Mix).aiff	/Users/zachvp/Music/conversion output/re-encoded/17345436_Hip_Hap_Music_(Original_Mix).aiff	-0.8
/Users/zachvp/Music/DJ/12349408_Do_Your_Thing_(Original_Mix).aiff	/Users/zachvp/Music/conversion output/re-encoded/12349408_Do_Your_Thing_(Original_Mix).aiff	-2.69
/Users/zachvp/Music/DJ/A Strangely Isolated Place - 2020 - Label Compilation (mixed by ASIP) - 10 Gadi Sassoon - Life On A Tidally Locked Planet.aiff	/Users/zachvp/Music/conversion output/re-encoded/A Strangely Isolated Place - 2020 - Label Compilation (mixed by ASIP) - 10 Gadi Sassoon - Life On A Tidally Locked Planet.aiff	-0.61
/Users/zachvp/Music/DJ/8211060_Mad_(Original_Mix).aiff	/Users/zachvp/Music/conversion output/re-encoded/8211060_Mad_(Original_Mix).aiff	-2.23
/Users/zachvp/Music/DJ/DARKSIDE - Psychic (Expanded) - 02 Sitra.aiff	/Users/zachvp/Music/conversion output/re-encoded/DARKSIDE - Psychic (Expanded) - 02 Sitra.aiff	-1.1
/Users/zachvp/Music/DJ/9219272_Sun_Of_Ra_(Original_Mix).aiff	/Users/zachvp/Music/conversion output/re-encoded/9219272_Sun_Of_Ra_(Original_Mix).aiff	-1.7
/Users/zachvp/Music/DJ/Robsoul Recordings - Lawnchair Generals – Speechless.aiff	/Users/zachvp/Music/conversion output/re-encoded/Robsoul Recordings - Lawnchair Generals – Speechless.aiff	-0.55
/Users/zachvp/Music/DJ/7857130_Turn_The_Lights_(Nick_Curly_Remix).aiff	/Users/zachvp/Music/conversion output/re-encoded/7857130_Turn_The_Lights_(Nick_Curly_Remix).aiff	-0.12
/Users/zachvp/Music/DJ/Talaboman - Discodrums.aiff	/Users/zachvp/Music/conversion output/re-encoded/Talaboman - Discodrums.aiff	-0.25
/Users/zachvp/Music/DJ/14391601_Kindness_(Original_Mix).aiff	/Users/zachvp/Music/conversion output/re-encoded/14391601_Kindness_(Original_Mix).aiff	-0.02
/Users/zachvp/Music/DJ/Cult Mountain - 616SONS - 02 MZUNGU POA.aiff	/Users/zachvp/Music/conversion output/re-encoded/Cult Mountain - 616SONS - 02 MZUNGU POA.aiff	-0.06
/Users/zachvp/Music/DJ/Nyra - Canoe017 - 01 Looks Like Another Fine Day.aiff	/Users/zachvp/Music/conversion output/re-encoded/Nyra - Canoe017 - 01 Looks Like Another Fine Day.aiff	24.15
